RXCUI,ATC4,ATC2
205259,J07AF,J07
2043308,J06BB,J06
2043312,J06BB,J06
1659991,B01AB,B01
1652827,J06BB,J06
1652830,J06BB,J06
898578,J06BB,J06
1087395,J06BB,J06
1658165,J06BB,J06
825161,J06BB,J06
825159,J06BB,J06
898572,J06BB,J06
1661220,B02AB,B02
1234458,D11AX,D11
1313760,D11AX,D11
1043014,D11AX,D11
1110813,D11AX,D11
1110811,D11AX,D11
1110815,D11AX,D11
1242513,D11AX,D11
667906,D01AE,D01
749329,D10AD,D10
885133,D10AE,D10
261353,J01EA,J01
884526,N06BA,N06
1299969,A01AB,A01
207362,A01AB,A01
403840,A01AB,A01
207364,A01AB,A01
1313914,R01AA,R01
1087406,B03BA,B03
1148478,N02AX,N02
1148485,N02AX,N02
1148489,N02AX,N02
643019,N05AX,N05
643022,N05AX,N05
984118,A16AX,A16
1995461,N06BA,N06
808751,N06AX,N06
808753,N06AX,N06
808744,N06AX,N06
808748,N06AX,N06
212797,J04AB,J04
197551,J04AB,J04
672912,J01MA,J01
861018,A10BA,A10
861015,A10BA,A10
1115012,N03AX,N03
1115013,N03AX,N03
1115016,N03AX,N03
858346,D11AX,D11
1115575,N01AH,N01
1115579,N01AH,N01
859066,D11AX,D11
1729322,N01AH,N01
1313925,A11DA,A11
1012235,A01AC,A01
1010835,C01BB,C01
999613,D10AF,D10
1012229,A01AC,A01
1012223,A01AC,A01
312614,A07EA,A07
1191376,G01AC,G01
310870,G01AC,G01
1191307,C05AA,C05
1191299,C05AA,C05
861601,P01CX,P01
1243894,R02AA,R02
310466,D06AX,D06
1190655,A03BA,A03
312733,P02CC,P02
1046894,D10AB,D10
310442,J05AB,J05
861200,D11AX,D11
829926,L01XX,L01
827346,A01AC,A01
858116,M01AE,M01
615882,H01AC,H01
749813,H01CB,H01
749818,H01CB,H01
749816,H01CB,H01
968817,P03AX,P03
1089117,D06AX,D06
968777,P03AX,P03
1101332,P03AX,P03
1089121,P03AX,P03
1663612,R06AB,R06
1605844,R05DA,R05
1660680,R05DA,R05
1606850,R05CA,R05
1090487,R05DA,R05
1648203,N02BE,N02
1367384,N02BE,N02
1363759,R05CA,R05
245598,A01AA,A01
197670,G03BA,G03
238006,G03BA,G03
1048336,A03BA,A03
1087365,A03BA,A03
1546217,A01AD,A01
1658178,A01AD,A01
1545309,R06AB,R06
1545306,R06AB,R06
1869883,R06AA,R06
1014331,R06AB,R06
2058856,R06AB,R06
1595307,N06BC,N06
1595393,N06BC,N06
1595664,R06AE,R06
643070,J05AR,J05
2055315,D01AE,D01
1298830,N02BE,N02
1293942,N02BE,N02
205612,D07AC,D07
898418,D07AC,D07
898420,D07AC,D07
205610,D07AC,D07
999927,D10AD,D10
700410,A01AB,A01
664961,D01AC,D01
669750,D07AB,D07
205621,A01AB,A01
205619,A01AB,A01
1543955,A01AB,A01
1543953,A01AB,A01
704858,D06AX,D06
1791507,A01AB,A01
92752,L01BC,L01
197848,C08CA,C08
197849,C08CA,C08
1369420,R05DB,R05
1674197,A01AC,A01
1298407,R05CA,R05
198342,B05BC,B05
1436933,B05BC,B05
309044,J01DC,J01
313888,J01DC,J01
309042,J01DC,J01
854801,D11AX,D11
314080,J01MA,J01
855664,D11AX,D11
995983,R05DA,R05
831261,A07EB,A07
1673788,A01AD,A01
1095227,G03AA,G03
1235867,G03AA,G03
1235874,G03AA,G03
1300538,G03AA,G03
1304988,G03AA,G03
1365899,G03AA,G03
1311535,G03AA,G03
1305089,G03CA,G03
1661092,G03AA,G03
1300911,G03AA,G03
309097,J01DC,J01
309098,J01DC,J01
309079,J01DD,J01
1438778,G03AC,G03
1440937,B03AA,B03
1440183,B03AA,B03
1537209,G03AA,G03
1487086,G03AA,G03
1605091,B03AA,B03
1539953,G03AC,G03
1539955,G03AC,G03
1605086,G03AC,G03
900424,D10AF,D10
310245,M01AB,M01
359500,M01AB,M01
313222,D01AE,D01
861064,N06AB,N06
1726319,L01XX,L01
309058,J01DD,J01
419849,J01DD,J01
310285,N03AX,N03
2003710,G03AC,G03
728109,J05AH,J05
728113,J05AH,J05
312122,J05AH,J05
310003,C01BD,C01
310004,C01BD,C01
310005,C01BD,C01
835956,C01BD,C01
834348,C01BD,C01
1734919,L01AA,L01
1734917,L01AA,L01
1719000,L01BC,L01
1719003,L01BC,L01
200172,D11AX,D11
722289,L01XE,L01
486501,A02BC,A02
239177,L01BC,L01
1740467,A04AA,A04
1736931,H05BX,H05
1736919,H05BX,H05
1998783,L01BC,L01
1370772,D07AB,D07
1370768,D07AB,D07
1370765,D07AB,D07
207353,A01AB,A01
207356,A01AB,A01
351330,D10AF,D10
688892,A02AC,A02
212072,A02BA,A02
1020019,R06AE,R06
1020025,R06AE,R06
967525,A02BC,A02
1293268,V03AE,V03
1049111,R02AA,R02
1370826,R02AA,R02
1101914,R02AA,R02
763484,C05AD,C05
581549,G03CA,G03
998019,S01KA,S01
2109088,A01AD,A01
1233682,A01AB,A01
1245181,D08AE,D08
1043488,D08AG,D08
1245259,D08AG,D08
1245232,A01AB,A01
1312496,D08AX,D08
1192923,A06AA,A06
1192986,C05AD,C05
1190189,A06AA,A06
1435083,C05AD,C05
1486985,A06AA,A06
1192984,C05AD,C05
1292454,M02AB,M02
1735060,N01AH,N01
1735013,N01AH,N01
198248,C05AD,C05
486182,A06AA,A06
701990,A06AA,A06
206637,S01KA,S01
897292,R01AC,R01
1723218,N01AH,N01
201860,J04AB,J04
1734475,N01BB,N01
1734347,N01BB,N01
1298072,S01FA,S01
1298070,S01FA,S01
1298066,S01FA,S01
1298352,S01FA,S01
313521,S01FA,S01
1665519,J01MA,J01
238090,N05CA,N05
1234579,C01CA,C01
1234571,C01CA,C01
858364,M01AB,M01
860103,M01AB,M01
860107,M01AB,M01
1006120,D10AF,D10
1000647,N07AX,N07
1000862,N07AX,N07
1000897,N07AX,N07
1006729,D10AF,D10
749157,G03AA,G03
310467,D06AX,D06
545236,D06AX,D06
1992299,C07AA,C07
1922876,C07AA,C07
831109,A07EB,A07
706872,J01FA,J01
864714,N07BC,N07
1442445,N02BE,N02
1737850,V03AB,V03
990982,S01EB,S01
208325,V03AB,V03
543218,A04AA,A04
615869,B06AA,B06
1923433,C07AA,C07
1244616,S01EE,S01
244967,J01EA,J01
206629,S01FA,S01
308720,C07AB,C07
308345,S01EA,S01
860805,R01AC,R01
313570,A07AA,A07
313571,A07AA,A07
1011703,C01BB,C01
966571,C02DB,C02
860654,R06AX,R06
308870,A11CC,A11
1654169,C01EB,C01
1790219,H05BX,H05
1090522,D08AX,D08
309916,P03AX,P03
1049568,D08AX,D08
1090000,A01AB,A01
1039811,D08AX,D08
252965,D08AG,D08
858726,A01AB,A01
1437280,N03AX,N03
1436245,N03AX,N03
1437285,N03AX,N03
1437290,N03AX,N03
1365660,N03AF,N03
1365847,N03AF,N03
1365850,N03AF,N03
1298326,R05DA,R05
1313112,N03AB,N03
213160,R05CA,R05
104232,C03DA,C03
2048017,A03BA,A03
749210,V03AE,V03
238159,N02BE,N02
1046787,A03BA,A03
208094,A02BX,A02
1373128,R05DA,R05
1437966,A01AB,A01
583084,A06AG,A06
1087459,R06AB,R06
283523,N03AX,N03
1245430,C10AX,C10
1046924,A03BA,A03
1047881,A03BA,A03
977986,A07DA,A07
151227,N03AX,N03
756226,R03DA,R03
1235472,C05AD,C05
885111,G03AC,G03
308976,N03AF,N03
1038973,D08AE,D08
1986437,V03AN,V03
630939,B06AA,B06
721775,N05AH,N05
543013,N05AH,N05
542977,N05AH,N05
996923,N05AH,N05
1369831,N05AH,N05
1738354,N02BG,N02
583453,N02BG,N02
348381,V03AN,V03
1041882,D08AX,D08
1046442,D08AJ,D08
1052932,D11AX,D11
1046605,D08AE,D08
1039078,D08AE,D08
1038856,D08AJ,D08
1043348,R02AA,R02
1595155,D08AJ,D08
1237055,N01AH,N01
1237059,N01AH,N01
1237062,N01AH,N01
1237066,N01AH,N01
1237070,N01AH,N01
1928954,A04AD,A04
1038791,D08AJ,D08
1052947,D08AJ,D08
884783,D08AX,D08
1535366,R05DA,R05
997415,R06AX,R06
1049094,R02AA,R02
282464,N02BE,N02
541999,V03AN,V03
899763,V03AN,V03
404602,N05AX,N05
352307,N05AX,N05
352309,N05AX,N05
402096,G04BE,G04
402097,G04BE,G04
197685,M01AB,M01
854142,N02AX,N02
261336,N03AX,N03
206206,A02BC,A02
104781,N05AX,N05
1093060,G03GB,G03
104783,N05AX,N05
152855,N03AX,N03
151228,N03AX,N03
153046,N05AH,N05
153048,N05AH,N05
836397,N02AX,N02
284514,N05AH,N05
596932,N06AX,N06
615186,N06AX,N06
261266,A10BG,A10
261267,A10BG,A10
1738804,N06AB,N06
855675,N03AB,N03
603162,N05CH,N05
602736,N06DA,N06
1012021,D10AF,D10
197305,G01AD,G01
226426,N06BA,N06
213471,N06BA,N06
857383,N02BE,N02
845314,N02AX,N02
1245441,C10AX,C10
197855,M01AE,M01
197856,M01AE,M01
707251,A12CA,A12
896185,R03AK,R03
152931,J05AF,J05
310154,D10AF,D10
197650,D10AF,D10
312750,C09AA,C09
312748,C09AA,C09
751905,G03AA,G03
309683,J01GB,J01
1665227,J01MA,J01
857083,N02BE,N02
310687,A01AC,A01
1046982,A03BA,A03
854861,G03AC,G03
583482,J01FA,J01
860771,R06AA,R06
250511,D01AC,D01
686443,N05AX,N05
315090,D10AF,D10
211816,J01MA,J01
1010035,C01BB,C01
856908,N02BE,N02
834243,M04AA,M04
284481,J01MA,J01
310594,R02AB,R02
845315,N02AX,N02
857111,N02BE,N02
602734,N06DA,N06
433798,N05BA,N05
433800,N05BA,N05
433799,N05BA,N05
433801,N05BA,N05
1243585,M01AE,M01
312288,N02BE,N02
992454,D04AA,D04
596928,N06AX,N06
213169,B01AC,B01
1359134,B03AA,B03
686383,J01EB,J01
855626,D11AX,D11
855628,D11AX,D11
828359,M03BX,M03
994535,A01AD,A01
856991,N02BE,N02
856996,N02BE,N02
856984,N02BE,N02
352304,C10AX,C10
866907,C10AC,C10
866912,C10AC,C10
855635,D11AX,D11
198039,C01DA,C01
1049632,D04AA,D04
857099,N02BE,N02
251856,C09AA,C09
1245449,C10AX,C10
828301,M03BX,M03
213088,J05AF,J05
745752,R03AC,R03
860751,R06AA,R06
762004,G03AC,G03
891301,R05CA,R05
242446,J01MA,J01
1116331,G02CC,G02
1116341,G02CC,G02
1665229,J01MA,J01
1046613,R01AA,R01
1049655,N02BE,N02
997512,R06AX,R06
1049601,N02AA,N02
1049595,N02AA,N02
828355,M03BX,M03
849452,N02CC,N02
402169,N02CC,N02
106248,A01AC,A01
858079,G03AC,G03
857107,N02BE,N02
200082,J05AF,J05
1365688,D08AE,D08
1039465,D08AX,D08
425101,D08AE,D08
199129,D08AE,D08
309917,P03AX,P03
1860597,D08AE,D08
1743549,J01CF,J01
197854,M01AE,M01
314184,A07AA,A07
857166,C09AA,C09
857174,C09AA,C09
562524,S01EC,S01
904955,M05BA,M05
1117522,A07AA,A07
199388,J05AB,J05
1654035,C01EB,C01
1654040,C01EB,C01
105552,L01AD,L01
197303,S01EC,S01
203970,A01AB,A01
1541233,A01AB,A01
197682,N03AD,N03
1666798,N05CD,N05
994289,R06AB,R06
1593756,R05DB,R05
1593771,N02BE,N02
1943497,R05DB,R05
1595214,R05DA,R05
1374776,R06AA,R06
1437492,A02BC,A02
1483319,A02BC,A02
808118,A07EA,A07
795097,A07EA,A07
1356673,P03AX,P03
824889,A07EA,A07
1491834,N02BE,N02
902743,N02AA,N02
902733,N02AA,N02
902738,N02AA,N02
1306900,N02AA,N02
1049623,N02AA,N02
1049613,N02AA,N02
1049620,N02AA,N02
426904,D11AX,D11
347123,V03AN,V03
313423,D01AE,D01
824983,D01AE,D01
849650,B05BC,B05
1442590,D01AC,D01
745768,D01AE,D01
856576,C07AA,C07
856471,C07AA,C07
966434,H03AA,H03
966423,H03AA,H03
966426,H03AA,H03
905460,H03AA,H03
905464,H03AA,H03
966415,H03AA,H03
905453,H03AA,H03
966417,H03AA,H03
905457,H03AA,H03
966420,H03AA,H03
1537116,N02BE,N02
1537122,N02BE,N02
1537120,N02BE,N02
1740864,L01BB,L01
1235731,A02AC,A02
582692,B06AA,B06
750137,A12CA,A12
750139,A12CA,A12
1235262,A06AA,A06
849506,H01BA,H01
1098366,R01AA,R01
545259,J01GB,J01
1299626,A12CA,A12
1797833,R01AX,R01
1191325,C05AA,C05
1043708,R01AA,R01
850309,S01AE,S01
577927,A06AA,A06
1098601,A06AG,A06
1150836,S01ED,S01
864650,J05AB,J05
1999021,D11AX,D11
876553,S01EB,S01
707594,R06AX,R06
1375922,S01BC,S01
1594962,A06AA,A06
861420,C07AA,C07
861422,C07AA,C07
313407,C07AA,C07
313408,C07AA,C07
1190570,A03BA,A03
1305099,B05CB,B05
1038779,N02BE,N02
1111444,R06AB,R06
1248011,A06AB,A06
1291231,D10AB,D10
1053330,D10AB,D10
646333,M02AB,M02
1110712,C05AD,C05
1053111,R01AA,R01
359261,D08AE,D08
905379,C02DB,C02
1600700,N06BA,N06
1600698,N06BA,N06
212994,L01AD,L01
1792391,J01MA,J01
863606,D10AF,D10
598006,D10AF,D10
686355,D10AF,D10
686405,D10AF,D10
206075,D10AF,D10
206078,D10AF,D10
206080,D10AF,D10
686420,D10AF,D10
686402,D10AF,D10
863603,D10AF,D10
1944389,L02AE,L02
1298427,D11AX,D11
1423773,C08CA,C08
1014318,A01AC,A01
1593731,C07AA,C07
1796073,R05CB,R05
1796070,R05CB,R05
1426251,N06BA,N06
1425339,N06BA,N06
1426253,N06BA,N06
1425337,N06BA,N06
1535451,N06BA,N06
1535456,N06BA,N06
1535472,N06BA,N06
1422078,C01BB,C01
1660014,A01AD,A01
1095725,D04AA,D04
313792,A02AB,A02
1251013,D01AE,D01
1117564,D08AJ,D08
702249,B03AA,B03
1248119,A06AA,A06
845988,D10AE,D10
866054,D10AE,D10
1049680,D10AE,D10
197718,D07AC,D07
197719,D07AC,D07
1542815,A01AB,A01
1727450,N06BA,N06
1734930,N06BA,N06
1734953,N06BA,N06
1312589,N06BA,N06
1044579,M02AB,M02
1112691,D10AE,D10
1102185,D08AJ,D08
1112703,B05CA,B05
1190438,D01AE,D01
1596030,J01GB,J01
1790533,N02AA,N02
1791560,N02AA,N02
1791569,N02AA,N02
1791576,N02AA,N02
1791582,N02AA,N02
831359,C05AE,C05
1039706,D08AE,D08
2047875,A06AG,A06
645497,C05AD,C05
541809,R05CA,R05
1944949,S01XA,S01
418475,A01AB,A01
1250631,D08AJ,D08
1294315,D08AJ,D08
1243284,C01BB,C01
1248331,D01AE,D01
251404,D01AE,D01
1242520,R02AA,R02
1250637,R02AA,R02
1294237,R02AA,R02
1540974,C05AD,C05
1535618,C01BB,C01
312888,D01AE,D01
1535503,A01AB,A01
1535619,C01BB,C01
1535506,A01AB,A01
1250729,A01AB,A01
1542929,A01AB,A01
1247979,A01AB,A01
1250726,A01AB,A01
1247988,D01AE,D01
1927660,R02AA,R02
577154,G03AC,G03
197795,D11AX,D11
828269,R06AX,R06
1251905,C03CC,C03
201388,C02KB,C02
207369,M01CC,M01
1721310,D01AC,D01
1723156,D06AX,D06
1996246,J01XX,J01
1721314,D01AC,D01
1999531,J05AB,J05
1740865,L01BB,L01
1720977,L01BC,L01
1720960,L01BC,L01
1860480,L01CD,L01
1860485,L01CD,L01
727355,C01EB,C01
1361574,B01AB,B01
1723232,H01BA,H01
313324,A11DA,A11
849928,N06BC,N06
1734479,N01BB,N01
1734355,N01BB,N01
1549447,C01BB,C01
2056929,A04AA,A04
311659,D07AA,D07
1743704,D07AA,D07
314099,D07AA,D07
904952,M05BA,M05
1719862,N05AD,N05
1719803,N05AD,N05
1813037,B01AC,B01
1737468,B01AC,B01
2001260,C10AA,C10
2001264,C10AA,C10
2001268,C10AA,C10
245619,D11AX,D11
314021,A01AC,A01
1243889,R02AA,R02
700384,L04AA,L04
1726984,A16AB,A16
1720268,A16AB,A16
1720272,A16AB,A16
1720276,A16AB,A16
1720280,A16AB,A16
1547634,D10AB,D10
248411,D01AE,D01
1789192,D01AE,D01
1053304,D01AE,D01
1789470,D01AE,D01
1789232,D01AE,D01
1053188,D08AJ,D08
753562,B05CB,B05
753557,B05CB,B05
308494,D06AX,D06
1426594,C05BB,C05
997658,D08AJ,D08
1313818,A06AA,A06
1946698,P01AB,P01
1442165,C10AB,C10
1442170,C10AB,C10
578799,C10AB,C10
578797,C10AB,C10
1797906,A01AC,A01
213927,J01DD,J01
1043025,J01DD,J01
1043031,J01DD,J01
705008,J01DD,J01
1373016,J01DD,J01
1372999,J01DD,J01
1652069,N06AX,N06
1053401,M02AB,M02
1099281,A06AA,A06
1116971,M02AB,M02
1116967,M02AB,M02
1012465,M03CA,M03
855858,G04BE,G04
2046597,N07BC,N07
206961,C07AA,C07
201337,C07AA,C07
201338,C07AA,C07
1922472,N04BD,N04
1922476,N04BD,N04
1292877,C01BB,C01
884522,N06BA,N06
1720592,N06BA,N06
1856270,M02AB,M02
1043191,D01AE,D01
1661325,R06AX,R06
1356815,R06AB,R06
307732,D10AD,D10
1538456,N02BE,N02
1491878,R06AX,R06
1490677,R06AX,R06
1492064,R06AX,R06
1492052,R06AX,R06
1939361,R06AX,R06
1926932,R06AX,R06
1490021,R05CA,R05
1490000,R05DA,R05
1193292,N02BE,N02
200090,P03AX,P03
200131,N03AF,N03
1807917,A10BA,A10
1807894,A10BA,A10
730794,M03BA,M03
1944262,C10AA,C10
1944266,C10AA,C10
861659,C01DA,C01
861661,C01DA,C01
861663,C01DA,C01
545278,C01DA,C01
201126,C01EB,C01
209459,N02BE,N02
1486566,A01AA,A01
831578,D08AE,D08
1673799,D01AE,D01
1116729,D08AJ,D08
1147181,D08AX,D08
1039026,R02AA,R02
1311221,D01AE,D01
1423307,R05DA,R05
1923362,R05DA,R05
1042693,R06AB,R06
1552200,R05DA,R05
1426660,R05DA,R05
1297407,R05DA,R05
1543313,A01AB,A01
1730211,N02BE,N02
827757,N02BE,N02
1087043,C01CA,C01
1489300,N02BE,N02
1653134,N02BA,N02
1653139,N02BA,N02
1653119,R05DB,R05
1653155,N02BA,N02
1359266,C01BB,C01
997267,L03AX,L03
1099302,N06AA,N06
1099306,N06AA,N06
1099318,N06AA,N06
1099294,N06AA,N06
1099298,N06AA,N06
201708,N06AF,N06
200809,C03CA,C03
205732,C03CA,C03
200801,C03CA,C03
213091,A04AA,A04
213092,A04AA,A04
209006,A11CC,A11
209007,A11CC,A11
105050,G02CB,G02
105446,G02CB,G02
992152,J01XX,J01
861525,N02AB,N02
861517,N02AB,N02
672908,N03AF,N03
672910,N03AF,N03
672909,N03AF,N03
898692,C09AA,C09
898721,C09AA,C09
898366,C09AA,C09
898371,C09AA,C09
898376,C09AA,C09
866516,C07AB,C07
866513,C07AB,C07
866502,C03AA,C03
1367416,A11CC,A11
205488,C03CA,C03
205489,C03CA,C03
205490,C03CA,C03
261283,A11CC,A11
801177,A11DA,A11
206344,A12CC,A12
1673947,C01BB,C01
1049295,D08AJ,D08
1052949,D08AJ,D08
1547234,B05CB,B05
861592,A01AD,A01
1012785,N01BB,N01
1232298,D08AJ,D08
1244547,D08AJ,D08
312749,C09AA,C09
314203,C09AA,C09
310796,C09AA,C09
310797,C09AA,C09
310809,C09AA,C09
313107,J05AF,J05
313108,J05AF,J05
313109,J05AF,J05
313110,J05AF,J05
198372,C03CA,C03
198369,C03CA,C03
198370,C03CA,C03
242680,J05AF,J05
308429,P01AX,P01
205328,J05AF,J05
349491,J05AF,J05
805464,N07XX,N07
199592,N07XX,N07
1091389,N06BA,N06
1091322,N06BA,N06
1091152,N06BA,N06
205173,D01AE,D01
1721014,M02AB,M02
749783,J01FA,J01
198334,J01EC,J01
1049167,R01BA,R01
311727,A02BB,A02
896212,R03AK,R03
1248115,N02AX,N02
1300889,M02AB,M02
1046770,A03BA,A03
904932,M05BA,M05
1249758,C01BB,C01
1730191,N02BE,N02
1233684,P03AX,P03
1233668,D11AX,D11
1926461,M02AB,M02
797885,D01AE,D01
631803,P03AX,P03
1037204,D08AG,D08
1043636,A06AG,A06
314188,D08AG,D08
894876,D08AE,D08
1367082,D08AJ,D08
1599135,B05CA,B05
1599137,B05CA,B05
1593884,D10AE,D10
1734777,M02AB,M02
639888,J05AR,J05
801095,R03AC,R03
617768,A06AX,A06
805661,N06BA,N06
805659,N06BA,N06
854144,N02AX,N02
854140,N02AX,N02
1372891,C01BB,C01
1372464,M02AB,M02
1309062,N02BE,N02
1300739,N02BE,N02
1299856,N02BE,N02
1551559,A01AD,A01
1299879,C01CA,C01
1359083,A01AD,A01
1358859,N02BE,N02
1359097,C01EB,C01
1359103,N02BE,N02
1038561,D08AJ,D08
1046313,C05AD,C05
1724784,N01BB,N01
1052647,N02BE,N02
1437306,D04AA,D04
1366022,N02BE,N02
1797935,D07AC,D07
1798548,N02BE,N02
1488693,D04AA,D04
1994320,N06BC,N06
245785,A01AC,A01
792051,M02AB,M02
858664,C05AD,C05
1294033,C05AD,C05
1086991,N02BE,N02
402013,A02BC,A02
1366653,N02BE,N02
1052928,D04AA,D04
1486338,A01AA,A01
1867690,N02BE,N02
1658137,A01AA,A01
1858844,D04AA,D04
1242561,N02BE,N02
1043244,D11AX,D11
1441654,D11AX,D11
1001066,R01AA,R01
1549328,D01AE,D01
1044465,D11AX,D11
1550038,R01AA,R01
1366501,N02BE,N02
1730212,N02BE,N02
1248356,D04AA,D04
701392,A02AC,A02
1014005,R05DA,R05
1927959,R05DA,R05
1292342,N02BE,N02
1251371,B05CA,B05
608796,A02BC,A02
1248360,D04AA,D04
1052674,N02BE,N02
1946954,R05DA,R05
2049454,N02BE,N02
2049223,N02BE,N02
1236207,R05DA,R05
1114365,R06AB,R06
1114041,R05DA,R05
1053192,D08AJ,D08
1052526,D08AX,D08
1046384,N02BE,N02
1433894,B05CA,B05
1536931,N02BE,N02
1050080,D04AA,D04
1544968,A06AA,A06
241109,S01KA,S01
1369775,C01EB,C01
1872967,D07AC,D07
1042836,D08AJ,D08
1483194,D08AJ,D08
1947507,N02BE,N02
1048366,R02AA,R02
313246,C05AD,C05
1591995,D01AE,D01
1591999,D01AE,D01
1592891,D01AE,D01
1747489,A01AB,A01
1047895,A03BA,A03
2045201,C05AA,C05
198604,P03AX,P03
903694,H03AA,H03
204509,A07AA,A07
209704,D06AX,D06
239212,J01FF,J01
313115,A07AA,A07
1747294,C01EB,C01
239240,A01AB,A01
1918045,L01CD,L01
465355,J02AC,J02
979099,B05CB,B05
967023,B05CB,B05
967012,B05CB,B05
1867544,A12BA,A12
312347,N06AF,N06
310274,A02BA,A02
608623,A03FA,A03
608624,A03FA,A03
1232202,N05CF,N05
1232194,N05CF,N05
1649401,A01AB,A01
1801298,A12BA,A12
1801294,A12BA,A12
207485,P03AC,P03
206212,D10AF,D10
213706,D06BB,D06
201905,D06BB,D06
213694,D06BB,D06
896110,D01AE,D01
992478,D04AA,D04
312255,D06BB,D06
1545673,D08AJ,D08
1038764,D08AJ,D08
1439778,D08AJ,D08
1039446,D08AE,D08
1093102,D04AA,D04
206352,A01AC,A01
1039281,A01AC,A01
846161,A01AC,A01
1093077,N02BE,N02
248280,C05AD,C05
1112942,C05AD,C05
1093113,D04AA,D04
1101448,R06AA,R06
1488218,D04AA,D04
1648369,D04AA,D04
210208,D01AE,D01
238600,D01AE,D01
1545716,R02AA,R02
1361201,A07BC,A07
1039279,A01AC,A01
206314,A01AC,A01
416910,D01AE,D01
1293983,P03AX,P03
1042645,P03AX,P03
1987649,C01BB,C01
1726486,C01BB,C01
656809,A01AA,A01
1044540,A01AA,A01
1600737,B05CA,B05
642338,A02AC,A02
642355,A02AC,A02
1438107,A02AC,A02
1432534,A02AC,A02
1856484,A02AC,A02
1607309,A02AC,A02
1649517,A02AC,A02
1053852,N02BE,N02
1052416,A01AD,A01
1052641,N02BE,N02
209636,A07BC,A07
997422,R06AX,R06
997502,R06AX,R06
997482,R06AX,R06
997484,R06AX,R06
997493,R06AX,R06
1420997,D04AA,D04
997515,R06AX,R06
1797915,A01AC,A01
1299653,D01AE,D01
1367375,D11AX,D11
1650988,A01AC,A01
1996196,D01AE,D01
794244,M02AB,M02
1043539,M02AB,M02
1545703,M02AB,M02
1112864,N02BE,N02
1045344,C05AD,C05
1490465,N06BC,N06
1651391,A01AB,A01
1053207,R02AA,R02
249277,A01AA,A01
1364062,A06AA,A06
1043145,D11AX,D11
1043142,D11AX,D11
1039702,D08AE,D08
1043673,R01AA,R01
1101320,R01AA,R01
996206,R01AA,R01
1088126,R01AA,R01
1232707,S01KA,S01
1043623,R05CA,R05
1038908,A01AA,A01
891795,A01AA,A01
1244638,N01AF,N01
1117525,A07AA,A07
206620,G03CA,G03
206715,G03CA,G03
206813,G03CA,G03
206967,N01AX,N01
206972,N01AX,N01
206970,N01AX,N01
207315,H01BB,H01
903696,H03AA,H03
1657010,N02CC,N02
856698,M03CA,M03
856658,M03CA,M03
856662,M03CA,M03
1115269,H03AA,H03
1490057,A01AD,A01
1870691,C01CA,C01
1115267,H03AA,H03
966219,H03AA,H03
1734683,J01DH,J01
204119,P03AX,P03
1540361,S01KA,S01
998236,A06AG,A06
1598052,A06AG,A06
707348,B05BC,B05
1000861,D10AF,D10
308691,D10AE,D10
308697,D10AE,D10
790884,D01AE,D01
1000946,D10AF,D10
849646,B05BC,B05
1001714,D10AF,D10
1006107,D10AF,D10
1010234,D10AF,D10
312893,D01AE,D01
1095689,D01AE,D01
1005834,D10AF,D10
1005853,D10AF,D10
1115894,D10AF,D10
1000895,D10AF,D10
1000731,D10AF,D10
706548,D01AE,D01
1494169,D10AF,D10
797704,D10AE,D10
1046985,A03BA,A03
1372265,R06AB,R06
1998482,A01AC,A01
1998481,A01AC,A01
1013731,C01CA,C01
858118,M01AE,M01
848956,J01MA,J01
260323,M01AE,M01
351398,M01AE,M01
1596108,N02BE,N02
206971,C01EB,C01
206969,C01EB,C01
1491527,C01EB,C01
1491531,C01EB,C01
1442122,D11AX,D11
1442130,D11AX,D11
1722355,M01AC,M01
1722359,M01AC,M01
809871,B06AC,B06
805663,N06BA,N06
856903,N02BE,N02
1049565,N02AA,N02
833036,N02BE,N02
857118,N02BE,N02
748879,G03AA,G03
1046978,A03BA,A03
751875,G03AA,G03
240093,N02BE,N02
1797844,R01AX,R01
199632,D10AB,D10
1000064,D04AX,D04
855633,D11AX,D11
979094,P01BA,P01
1534792,C01BB,C01
197684,M01AB,M01
1115698,J05AH,J05
1797113,G03CA,G03
1424242,R05CA,R05
1247591,A01AA,A01
1053651,N01AH,N01
1053654,N01AH,N01
1053657,N01AH,N01
1053660,N01AH,N01
1053663,N01AH,N01
1053666,N01AH,N01
668566,B05BC,B05
1726097,L01AA,L01
1544758,M03CA,M03
1363408,L01XE,L01
1363410,L01XE,L01
1363279,L01XE,L01
1790175,L01XE,L01
1790167,L01XE,L01
1790171,L01XE,L01
1601107,D01AE,D01
1928941,A16AA,A16
1356495,C05AD,C05
358371,A01AB,A01
1302751,P03AX,P03
1116916,D10AE,D10
1436940,D01AE,D01
1037057,D01AE,D01
389113,R06AX,R06
637565,P03AX,P03
1302627,D08AJ,D08
1302433,D10AE,D10
1302437,D10AE,D10
1605441,D10AE,D10
1605437,D10AE,D10
827406,B05BC,B05
477031,D01AE,D01
667904,D01AE,D01
153842,A10BB,A10
1361493,A10BB,A10
1361495,A10BB,A10
687064,J05AF,J05
1723740,D04AA,D04
829500,M01AG,M01
1298834,C04AA,C04
1298799,C04AA,C04
1243478,D01AE,D01
347022,V03AN,V03
1373011,V03AN,V03
239208,J04AB,J04
795618,D01AE,D01
312882,D01AE,D01
884787,D08AX,D08
1114470,C01DA,C01
152880,L02BA,L02
825003,A04AA,A04
